kode_desa;kode_karts;nama_objek;jenis;x;y;z;provinsi;kabupaten;kecamatan;desa;dukuh;tempat_unik;letak;akses;biota;potensi;pemanfaatan;keterangan
3312010006;GNS_WNG_PRC;Suci;MATAAIR;484001;9108116;;Jawa Tengah;Wonogiri;Pracimantoro;Suci;Suci;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010006;GNS_WNG_PRC;Sinung;MATAAIR;484312;9106791;;Jawa Tengah;Wonogiri;Pracimantoro;Suci;Sinung;;Aliran Sungai;;;;Sudah dimanfaatkan;
3312010008;GNS_WNG_PRC;Jatirogo;MATAAIR;482353;9107627;;Jawa Tengah;Wonogiri;Pracimantoro;Sambiroto;Jatirogo;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010008;GNS_WNG_PRC;Ngandong;MATAAIR;481781;9107104;;Jawa Tengah;Wonogiri;Pracimantoro;Sambiroto;Ngandong;;Aliran Sungai;;;;Sudah dimanfaatkan;
3312010008;GNS_WNG_PRC;Sambiroto;MATAAIR;479757;9108689;;Jawa Tengah;Wonogiri;Pracimantoro;Sambiroto;Sambiroto;;Lereng Depresi;;;;Sudah dimanfaatkan;Digunakan PDAM
3312010009;GNS_WNG_PRC;Teleng;MATAAIR;478258;9109998;;Jawa Tengah;Wonogiri;Pracimantoro;Pracimantoro;Belindas;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010009;GNS_WNG_PRC;Sumber Mulyo;MATAAIR;478809;9109672;;Jawa Tengah;Wonogiri;Pracimantoro;Pracimantoro;Ngulu Kidul ;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010010;GNS_WNG_PRC;Bete;GUA V;477872;9109134;;Jawa Tengah;Wonogiri;Pracimantoro;Gedong;Tangeran;;;;;;;CS P20, Visited
3312010010;GNS_WNG_PRC;Gadjah;GUA V;477872;9108795;;Jawa Tengah;Wonogiri;Pracimantoro;Gedong;Tangeran;;;;;;;CU, Visited
3312010010;GNS_WNG_PRC;Bohol;MATAAIR;477281;9110059;;Jawa Tengah;Wonogiri;Pracimantoro;Gedong;Bohol;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010011;GNS_WNG_PRC;Sodong;GUA H;475968;9111101;;Jawa Tengah;Wonogiri;Pracimantoro;Gebangharjo;Mudal;;Aliran Sungai;;;Hidrologi 1 l/s;;180, Sump, Mapped
3312010011;GNS_WNG_PRC;Song Gilap;GUA H;475445;9110050;;Jawa Tengah;Wonogiri;Pracimantoro;Gebangharjo;Danggolo;;;;;;;Blocked, Visited
3312010011;GNS_WNG_PRC;Sapen;GUA V;476102;9110892;;Jawa Tengah;Wonogiri;Pracimantoro;Gebangharjo;Mudal;;;;;Hidrologi 12 l/s;Sudah dimanfaatkan;pemanfaatan domestik
3312010012;GNS_WNG_PRC;Sawahan;MATAAIR;479284;9110825;;Jawa Tengah;Wonogiri;Pracimantoro;Sedayu;Sawahan;;Aliran Sungai;;;;Sudah dimanfaatkan;
3312010015;GNS_WNG_PRC;Beji;MATAAIR;480063;9111901;;Jawa Tengah;Wonogiri;Pracimantoro;Tubokarto;Beji;;Aliran Sungai;;;;Sudah dimanfaatkan;
3312010015;GNS_WNG_PRC;Beton;MATAAIR;479683;9111760;;Jawa Tengah;Wonogiri;Pracimantoro;Tubokarto;Beji;;Aliran Sungai;;;;Sudah dimanfaatkan;Digunakan PDAM
3312010016;GNS_WNG_PRC;Bendungan ;MATAAIR;477235;9111086;;Jawa Tengah;Wonogiri;Pracimantoro;Lebak;Bendungan;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010016;GNS_WNG_PRC;Sunggingan ;MATAAIR;477881;9111343;;Jawa Tengah;Wonogiri;Pracimantoro;Lebak ;Sunggingan;;Alur Lembah;;;;Sudah dimanfaatkan;
3312010016;GNS_WNG_PRC;Lebak;MATAAIR;477534;9111335;;Jawa Tengah;Wonogiri;Pracimantoro;Lebak ;Lebak;;Lereng Depresi;;;;Sudah dimanfaatkan;
3312010018;GNS_WNG_PRC;Joho;MATAAIR;477962;9115194;;Jawa Tengah;Wonogiri;Pracimantoro;Wonodadi;Joho;;Alur Lembah;;;;Sudah dimanfaatkan;pemanfaatan domestik
3312010019;GNS_WNG_PRC;Luweng Wetan (?);PONOR;479423;9115593;481;Jawa Tengah;Wonogiri;Pracimantoro;Wonodadi;Gunungan;;Pusat Depresi;Jalan setapak;;Hidrologi;Sudah dimanfaatkan;Dimanfaatkan untuk pengatusan
3312010020;GNS_WNG_PRC;Resurgen Gunungan 1;RESURGEN;478859;9115996;518;Jawa Tengah;Wonogiri;Pracimantoro;Wonodadi;Gunungan;;Lereng Depresi;Jalan setapak;;;;resurgen dari atas, diperkirakan Luweng Danyangan, imbuhan uvala Gunungan
3312010021;GNS_WNG_PRC;Resurgen Gunungan 2;RESURGEN;478805;9116045;520;Jawa Tengah;Wonogiri;Pracimantoro;Wonodadi;Gunungan;;Lereng Depresi;Jalan setapak;;;;resurgen dari atas, diperkirakan Luweng Danyangan, imbuhan uvala Gunungan
3312010020;GNS_WNG_PRC;Kali Yoja;MATAAIR;477955;9115113;514;Jawa Tengah;Wonogiri;Pracimantoro;Wonodadi;Yoja;;Lereng Depresi;Jalan desa beton;;Hidrologi;Sudah dimanfaatkan;pemanfaatan domestik
3312100001;GNS_WNG_ERM;gua Kucing;GUA H;476223;9118558;579;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Danggolo;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;L. Jambe;GUA H;476099;9116287;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Kendal;;Pusat Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Ngunut 1;GUA H;475470;9117672;553;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Lereng Depresi;;;;belum dimanfaatkan;Vegetasi : Jati, Semak Belukar
3312100001;GNS_WNG_ERM;Ngunut 2;GUA H;475623;9117490;563;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Lereng Depresi;;;;belum dimanfaatkan;Vegetasi : Bambu, Jati, Semak Belukar
3312100001;GNS_WNG_ERM;Ngunut 3;GUA H;475679;9117489;544;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Lereng Depresi;;;;belum dimanfaatkan;Vegetasi : Jati, Semak Belukar
3312100001;GNS_WNG_ERM;Gua Pakel Kopek;GUA H;474402;9117697;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Pego 1;GUA H;474535;9118291;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Pagersari;;Pusat Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Karang Talun;GUA H;474324;9115164;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngringin;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Song Agung;GUA H;473473;9114544;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngringin;;Patahan;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Puser Bumi;GUA V;475634;9116641;562;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Basuhan;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;Vegetasi : Jati, Semak Belukar
3312100001;GNS_WNG_ERM;Pedi/Gn Guo;GUA V;476475;9115729;600;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Kenongo;;Lereng Depresi;;;;belum dimanfaatkan;Gua Fosil
3312100001;GNS_WNG_ERM;L. Jolundo;GUA V;475838;9115488;538;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Kenongo;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Kambil Sawit;GUA V;474442;9117036;134;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;Tikungan jalan;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Pego 2;GUA V;474538;9118298;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Pagersari;;Pusat Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;L. Gunung Cungkup;GUA V;474797;9118877;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Puncak Bukit;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;L. Keat;GUA V;475920;9117136;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngelo;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;L. Sari;GUA V;474219;9115510;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Ngringin;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Gua Tanjung 2;GUA V;474161;9116386;444;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Tanjung;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Gua Tanjung 3;GUA V;474346;9116208;451;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Tanjung;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Luweng Dudo;GUA V;475367;9118253;513;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Wonosumo;;Pusat Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Luweng Dudo Atas;GUA V;475487;9118326;518;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Wonosumo;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Ponor Salam;PONOR;475518;9117897;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Salam;Masjid;Pusat Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumber Beji;MATAAIR;475339;9115063;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Gendayakan;Rimbun;Lereng Depresi;Jalan Desa beton;;;sudah dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumber Kalisat;MATAAIR;476653;9115584;561;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Kenongo;;Patahan;Jalan Makadam;;;sudah dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumber Puring;MATAAIR;475775;9117657;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Salam;;Pusat Depresi;;;;sudah dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumber dudo;MATAAIR;475494;9118327;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Wonosumo;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumber Kembang;MATAAIR;476519;9116419;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Kendal;;Lereng Depresi;;;;belum dimanfaatkan;
3312100001;GNS_WNG_ERM;Sumur dudo;SUMUR;475471;9118304;;Jawa Tengah;Wonogiri;Eromoko;Basuhan;Wonosumo;;Lereng Depresi;;;;sudah dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Kangkung;GUA H;476382;9119903;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Kangkung;Tekuk lereng;Lereng Depresi;Jalan Setapak Beton;;;pernah dimanfaatkan;Gua sudah ditambang pospat dan kalsit, ornamen habis
3312100002;GNS_WNG_ERM;Gua Kucing;GUA H;476853;9120151;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Mijil;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;ditambangan pospat 2015
3312100002;GNS_WNG_ERM;Luweng Sumur Pule;GUA H;477097;9119418;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;;Pusat Depresi;Jalan setapak;;;pernah dimanfaatkan;Disebelahnya digali sumur untuk mandi cuci, ambil air
3312100002;GNS_WNG_ERM;Gua Tambang;GUA H;477255;9118973;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;;Lereng Depresi;Jalan setapak;;;pernah dimanfaatkan;Sempat diditambang, diambil kalsit nya
3312100002;GNS_WNG_ERM;Gua Tembus 1;GUA H;477296;9119617;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Tejosari;Sungai;Aliran Sungai;Jalan setapak;Lele dan ikan lain;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Tembus 2;GUA H;477203;9119693;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Tejosari;Sungai;Aliran Sungai;Jalan setapak;Lele dan ikan lain;;pernah dimanfaatkan;Sebelum Pemanfatan Gua Suruh dan Sumur Bayan, mulut gua digunakan MCK
3312100002;GNS_WNG_ERM;Gua Pengangson;GUA H;477099;9119883;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Gundi;;Aliran Sungai;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Glagah Ombo;GUA H;475325;9121204;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Turi;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Lawa;GUA H;478196;9118053;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pucungkidul;;Patahan;Jalan Perintis;Kelelawar;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Suruh;GUA V;476353;9119538;537;Jawa Tengah;Wonogiri;Eromoko;Pucung;Brengkut;Pos Jaga;Pusat Depresi;Jalan Setapak Beton;Kelelawar, sriti, Jangkrik, udang, ;sungai bawah tanah;sudah dimanfaatkan;pengambilan melalui pemompaan sungai bawah tanah, memenuhi sekitar 250 KK
3312100002;GNS_WNG_ERM;Gua ;GUA V;476454;9119420;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Brengkut;;Lereng Depresi;Jalan Setapak ;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Luweng Gesing;GUA V;475465;9119235;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;;Pusat Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Luweng Jeromati;GUA V;477333;9118705;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;Tikungan jalan;Pusat Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Luweng WC;GUA V;477059;9119029;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;Belakang rumah;Pusat Depresi;Jalan Desa Beton;;;pernah dimanfaatkan;Sempat digunakan tempat pembuangan kotoran manusia, 2006 sudah tidak
3312100002;GNS_WNG_ERM;Luweng Tompak;GUA V;475097;9119598;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Jalakan;;Lereng Depresi;Jalan setapak;;;pernah dimanfaatkan;Sempat digunakan buang mayat, saat ini ditutup warga 
3312100002;GNS_WNG_ERM;Luweng Pucung;GUA V;477778;9118077;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pucungkidul;;Pusat Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Sendang;GUA V;478347;9115942;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Tukul;;Pusat Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Gua Bongos;GUA V;477659;9115937;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Bongos;;Pusat Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;ponor Tlogogamping;PONOR;476217;9120766;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Turi;;Pusat Depresi;Jalan setapak;;;belum dimanfaatkan;Ponor Besar Polje Tealga Gamping
3312100002;GNS_WNG_ERM;Ponor Dunggudel;PONOR;478340;9116467;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;;Pusat Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Sumber;MATAAIR;477686;9118415;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pucungkidul;;Lereng Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Sumber Dunggel;MATAAIR;478556;9116376;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Sumber;MATAAIR;477963;9119756;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Sooko;;Lereng Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Sumur Kangkung;SUMUR;476384;9120004;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Kangkung;tengah dusun;Lereng Depresi;Jalan Desa Beton;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Sumur Pule;SUMUR;477106;9119415;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Pule;;Pusat Depresi;Jalan setapak;;;pernah dimanfaatkan;Sumur untuk mandi, cuci, ambil air. Berair sepanjang tahun
3312100002;GNS_WNG_ERM;Sumur Bulak;SUMUR;477102;9119848;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Gundi;;Aliran Sungai;Jalan setapak;Lele dan ikan lain;;pernah dimanfaatkan;Pemanfatan sebelum operasional pengangkatan air  Gua Suruh
3312100002;GNS_WNG_ERM;Sumur Kadus;SUMUR;476810;9119814;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Gundi;;Aliran Sungai;Jalan setapak;Lele dan ikan lain;;pernah dimanfaatkan;Pemanfatan sebelum operasional pengangkatan air  Gua Suruh
3312100002;GNS_WNG_ERM;Sumur Bayan 1;SUMUR;477576;9119558;539;Jawa Tengah;Wonogiri;Eromoko;Pucung;Tejosari;;Aliran Sungai;Jalan setapak;;;sudah dimanfaatkan;Distribusi ke masyarakat sejak 2003
3312100002;GNS_WNG_ERM;Sumur Bayan 2;SUMUR;477391;9119479;541;Jawa Tengah;Wonogiri;Eromoko;Pucung;Tejosari;;Aliran Sungai;Jalan setapak;;;sudah dimanfaatkan;Distribusi ke masyarakat sejak 2003
3312100002;GNS_WNG_ERM;Tlogo Glagah Ombo;TELAGA;475300;9121142;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Turi;;Pusat Depresi;Jalan setapak;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Tlogo Gamping;TELAGA;476362;9120606;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Turi;;Pusat Depresi;Jalan setapak;;;belum dimanfaatkan;Ponor Besar Polje Tealga Gamping
3312100002;GNS_WNG_ERM;crack system;CRACK;476486;9119397;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Brengkut;;Puncak Bukit;Jalan Setapak ;;;belum dimanfaatkan;
3312100002;GNS_WNG_ERM;Tebing Mur;TEBING;478695;9119584;;Jawa Tengah;Wonogiri;Eromoko;Pucung;Sooko;;Patahan;Jalan setapak;;;sudah dimanfaatkan;Tebing dapat digunakan untuk pemanjatan
3312100002;GNS_WNG_ERM;Luweng Masjid Bongos;GUA V;478222;9116102;557;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;Masjid;Lereng Depresi;Jalan Desa Beton;;;sudah dimanfaatkan;Mataair musiman, sumber air pada waktu musim hujan, imbuhan dolina Bongos
3312100002;GNS_WNG_ERM;Resurgen Rumah Pak Wiji;MATAAIR;477816;9116335;571;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;;Lereng Depresi;Jalan Desa Beton;;;;
3312100002;GNS_WNG_ERM;Resurgen Rumah Pak Eko;MATAAIR;478091;9116164;564;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;;Lereng Depresi;Jalan Desa Beton;;;;
3312100002;GNS_WNG_ERM;Luweng Dayangan;GUA V;478483;9116063;526;Jawa Tengah;Wonogiri;Eromoko;Pucung;Dunggudel;;Pusat Depresi;Jalan Setapak ;;;sudah dimanfaatkan;pengaliran dari banjir di dusun Bongos dan Dunggudel
3312100003;GNS_WNG_ERM;Sumber Banyon;MATAAIR;477133;9120561;;Jawa Tengah;Wonogiri;Eromoko;Pasekan;Banyon;Pinggir jalan;Lereng Depresi;Jalan Desa Beton;;;sudah dimanfaatkan;
3312100003;GNS_WNG_ERM;Sumber Jati;MATAAIR;475494;9122193;;Jawa Tengah;Wonogiri;Eromoko;Pasekan;Jati;Rimbun;Lereng Depresi;Jalan setapak;;;sudah dimanfaatkan;
3312030001;GNS_WNG_GRT;G. Gintung;GUA H;486375;9102301;;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Gintung;;Pusat Depresi;Jalan Desa;;;;
3312030001;GNS_WNG_GRT;G. Gentong;GUA H;486135;9102178;;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Klepu;;Pusat Depresi;Jalan Desa;;;;
3312030001;GNS_WNG_GRT;G. Gedangan;GUA H;485293;9102276;344;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Ngringin;;Lereng Depresi;Jalan Setapak;;;;
3312030001;GNS_WNG_GRT;L. Songo;GUA V;488158;9101084;321;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Gedangan;;Pusat Depresi;Jalan Setapak;;Aliran kecil;;Disebelahnya digali sumur untuk mandi cuci, ambil air
3312100003;GNS_WNG_GRT;G. Seropan;GUA H;488115;9100890;333;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Gedangan;;Lereng Depresi;Jalan Setapak;;;;dilakukan penabangan pospat 2015
3312100003;GNS_WNG_GRT;G.Tengger;GUA H;488767;9101599;312;Jawa Tengah;Wonogiri;Giritontro;Ngargoharjo;Selur;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;G. Kaliwungu;GUA H;488777;9099304;269;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;Ditutup
3312100003;GNS_WNG_GRT;G. Gunung Lo;GUA H;488964;9099148;296;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;Kentongan;GUA H;488990;9099146;308;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;klepu 1;GUA H;488918;9099042;301;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;klepu II;GUA H;488572;9098763;283;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Poro;;Pusat Depresi;Jalan Setapak;;;;Ditutup
3312100003;GNS_WNG_GRT;Tritis;GUA H;488502;9098706;292;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Poro;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;Seropan I;GUA H;488280;9098458;283;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Poro;;Pusat Depresi;Jalan Setapak;;;;Ditutup
3312100003;GNS_WNG_GRT;Seropan II;GUA H;488928;9098684;275;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Poro;;Pusat Depresi;Jalan Setapak;;;;Ditutup
3312100003;GNS_WNG_GRT;Losari;GUA H;489578;9099192;299;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;
3312100003;GNS_WNG_GRT;Seriten;GUA H;489499;9099742;302;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;
3312100004;GNS_WNG_GRT;Ngantap;GUA H;489815;9099803;307;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Pusat Depresi;Jalan Setapak;;;;multi pit, Aliran kecil
3312100004;GNS_WNG_GRT;Guo;GUA H;489577;9099894;323;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Klepu;;Lereng Depresi;Jalan Setapak;Walet;;;
3312100005;GNS_WNG_GRT;Song Pari;GUA H;489510;9102875;;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Mantang;;Lereng Depresi;Jalan Setapak;;;;
3312030001;GNS_WNG_GRT;L. Ngringin;GUA V;489689;9101404;327;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Tlogosari;;Pusat Depresi;Jalan Setapak;;;;Dekatnya ada sumur
3312030001;GNS_WNG_GRT;L. Selur;GUA V;490068;9101235;;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Tlogosari;;Lereng Depresi;Jalan Setapak;;;;
3312030002;GNS_WNG_GRT;L. Mabul;GUA V;489131;9098084;;Jawa Tengah;Wonogiri;Giritontro;Tlogosari;Poro;;Pusat Depresi;Jalan Setapak;;;;
3312030002;GNS_WNG_GRT;L. Ngampel 1;GUA V;492185;9104613;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Plareng;;Lereng Depresi;Jalan Setapak;;;;
3312030002;GNS_WNG_GRT;L. Ngampel 2;GUA V;492167;9104485;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Plareng;;Lereng Depresi;Jalan Setapak;;;;
3312030002;GNS_WNG_GRT;L. Ngampel 3;GUA V;490437;9105273;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Tlogoharjo;;Lereng Depresi;Jalan Povinsi;;;;
3312030002;GNS_WNG_GRT;L. Ngeses 1;GUA V;492533;9106312;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Prembe;;Lereng Depresi;Jalan Setapak;;;;Sempat digunakan tempat pembuangan kotoran manusia, 2006 sudah tidak. Check ulang koordinat
3312030002;GNS_WNG_GRT;L. Ngeses 2;GUA V;491037;9106464;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;;;Lereng Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Suruh;GUA V;492581;9105927;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Prembe;;Lereng Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Njlubang;GUA V;490930;9106428;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;;;Pusat Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Ndondong;GUA V;490715;9105500;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Sambirejo;;Lereng Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Jomblang;GUA V;492019;9106518;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Prembe;;Lereng Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Dawung;GUA V;491233;9106376;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;;;Pusat Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Bulaklempar;GUA V;492815;9106424;388;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Prembe;;Pusat Depresi;Jalan Setapak;;Sungai Bawah Tanah;;update Zaenuri, Istriyar, dkk, 2012
3312030002;GNS_WNG_GRT;L. Kali;GUA V;491998;9104662;;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Plareng;;Lereng Depresi;;;;;
3312030002;GNS_WNG_GRT;L. Tlogosari;GUA V;492015;9104634;391;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Plareng;;Pusat Depresi;Jalan Setapak;;;;Aliran air masuk ke gua berasal dari sungai permukaan
3312100002;GNS_WNG_GRT;L. Bengle;GUA V;491565;9104570;392;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Plareng;;Pusat Depresi;Jalan desa;;;;Mulut gua/ponor tertutup sampah
3312100002;GNS_WNG_GRT;L. Jomblang Poro;GUA V;491362;9104108;403;Jawa Tengah;Wonogiri;Giritontro;Tlogoharjo;Pagergunung;;Lereng Depresi;Jalan Setapak;Walet;;;
